,UID,PID,PURCHASE_Time
109,28591,22978,2009-04-16
110,13663,22981,2014-05-18
111,735,22981,2003-12-12
112,35942,22981,2010-02-22
113,21592,22981,2005-07-16
114,32972,22981,2009-05-02
115,15819,11706,2013-05-05
116,38449,11706,2011-02-22
117,6266,11706,2011-11-26
118,24105,11706,2014-01-01
119,4123,11857,2012-12-12
120,1738,11857,2013-04-13
121,16814,11857,2013-06-17
122,2301,11857,2014-06-26
123,28256,18732,2013-05-12
124,2651,18732,2012-11-18
125,10274,18732,2014-05-01
126,15106,18732,2012-09-27
127,10406,6100,2012-12-26
128,23428,6100,2013-03-27
129,29245,6100,2012-09-17
130,26081,6100,2013-07-12
131,25499,6100,2013-08-10
132,12076,6100,2010-12-30
133,23117,6100,2013-11-06
134,19148,6100,2005-09-30
135,25667,6100,2013-10-28
136,3445,6100,2014-04-27
137,2956,6100,2014-02-17
138,18751,6100,2013-12-10
139,4420,6100,2014-02-21
140,34020,6100,2013-08-23
141,35607,6100,2014-01-29
142,7159,6100,2012-11-28
143,36137,6100,2014-03-08
144,15881,6100,2014-03-16
145,11457,6100,2014-01-12
146,22271,6100,2013-08-29
147,16808,6100,2014-06-03
148,36567,6100,2013-12-18
149,17242,6100,2014-05-17
150,5077,6100,2013-01-02
151,11800,6100,2013-04-01
152,27531,6100,2004-12-29
153,6167,6100,2013-04-17
154,7674,6100,2012-01-02
155,13408,6100,2011-10-11
156,19261,6100,2006-02-28
157,36522,6100,2014-01-31
158,1800,6100,2013-02-04
159,32322,6100,2013-09-05
160,17209,6100,2013-10-12
161,21138,6100,2014-06-02
162,16929,6100,2014-02-12
163,37720,6100,2014-01-30
164,6470,15536,2009-05-02
165,23449,15536,2007-12-07
166,17046,15536,2012-11-21
167,23571,15536,2009-05-27
168,9643,15536,2012-10-06
169,12426,4259,2014-07-05
170,34895,4259,2005-08-17
171,5244,4259,2006-11-16
172,36469,20145,2010-07-05
173,19593,20145,2014-04-25
174,22022,20145,2014-05-28
175,36345,20145,2013-07-19
176,3946,20145,2014-01-10
177,7983,20145,2014-05-09
178,33116,20145,2014-02-21
179,33959,20145,2013-10-17
180,15547,20145,2014-01-12
181,7647,20145,2014-06-19
182,14167,20145,2013-08-09
183,37574,10833,2014-01-02
184,33343,10833,2013-07-07
185,30515,10833,2014-04-21
186,37205,10833,2013-08-08
187,33386,10833,2014-01-25
188,4130,10833,2013-02-14
189,3474,10833,2013-03-07
190,21999,10833,2009-08-07
191,9408,10833,2013-12-14
192,10269,10833,2012-11-28
193,28723,10833,2013-03-05
194,37141,10833,2013-12-19
195,11983,10833,2011-10-19
196,17481,10833,2013-05-31
197,14952,10833,2013-12-30
198,25241,10833,2014-01-26
199,10968,10833,2014-03-27
200,36271,10833,2014-03-25
201,39050,10833,2013-02-28
202,24669,10833,2013-10-03
203,5326,10833,2010-02-06
204,7334,10833,2014-06-04
205,37506,10833,2013-09-28
206,5303,10833,2014-01-21
207,16437,10833,2014-01-17
208,35871,10833,2013-06-19
209,30895,10833,2014-06-10
210,16792,10833,2013-09-23
211,19283,10833,2008-06-02
212,34601,10833,2014-01-06
213,18624,10833,2014-05-05
214,32251,10833,2013-11-15
215,777,10833,2014-05-19
216,17946,10833,2012-12-12
217,9723,10833,2013-12-18
218,10026,10833,2012-03-11
219,3133,10833,2013-08-29
220,35914,10833,2013-06-08
221,9368,10833,2013-10-09
222,14618,10833,2011-01-14
223,18629,10833,2013-01-28
224,34257,10833,2012-05-04
225,8080,10833,2013-11-25
226,36771,10833,2012-12-30
227,15758,10833,2014-04-04
228,31106,10833,2013-12-10
229,15564,10833,2013-08-21
230,32859,10833,2012-12-19
231,5262,10833,2014-03-01
232,30097,10833,2014-03-06
233,28779,10833,2013-05-16
234,33652,10833,2011-01-28
235,16141,10833,2013-10-07
236,20646,10833,2009-05-13
237,1559,10833,2013-01-29
238,29323,10833,2013-03-31
239,37331,10833,2013-05-16
240,20880,10833,2012-12-17
241,37309,10833,2014-01-13
242,12421,10833,2014-04-16
243,37257,10833,2013-09-25
244,16436,10833,2013-04-24
245,35373,10833,2014-03-07
246,13811,10833,2012-06-08
247,11709,10833,2013-07-21
248,31609,10833,2012-04-23
249,35409,10833,2014-05-06
250,37710,10833,2014-07-10
251,34186,10833,2014-06-20
252,13405,10833,2013-05-23
253,7672,20430,2013-09-13
254,4257,20430,2007-02-13
255,38775,20430,2013-04-09
256,3784,20430,2012-03-03
257,20985,20430,2012-02-13
258,17832,20430,2011-09-14
259,11904,20430,2012-02-16
260,34343,20430,2012-06-09
261,30087,22712,2013-03-03
262,32586,22712,2014-04-29
263,37561,22712,2013-02-19
264,9284,22712,2013-12-28
265,29183,22712,2014-01-17
266,32751,22712,2010-11-15
267,16525,22712,2013-08-08
268,37342,22712,2013-01-04
269,25141,22712,2014-02-18
270,28673,22712,2012-12-20
271,7492,22712,2013-09-19
272,8693,22712,2013-03-21
273,15172,22712,2013-01-27
274,16389,22712,2011-03-28
275,1992,22712,2013-04-26
276,7386,22712,2014-05-02
277,37934,22712,2013-04-25
278,9268,22712,2013-01-12
279,7136,22712,2013-02-01
280,2782,22712,2012-12-06
281,6409,22712,2013-11-05
282,12150,22712,2013-01-07
283,11923,22712,2014-02-22
284,2330,22712,2013-11-02
285,34547,22712,2013-02-16
286,22113,22712,2013-11-13
287,34654,22712,2014-02-13
288,26739,22712,2013-12-05
289,27070,22712,2013-02-08
290,36579,22712,2014-02-10
291,14952,22712,2013-12-30
292,10808,22712,2014-05-10
293,8489,22712,2012-11-26
294,11214,22712,2013-03-20
295,16908,22712,2012-10-10
296,36473,22712,2013-05-27
297,35657,22712,2014-01-08
298,3951,22712,2013-06-23
299,24580,22712,2011-03-22
300,9634,22712,2008-06-23
301,21764,22712,2011-04-07
302,20214,22712,2013-03-12
303,7410,22712,2014-05-11
304,1486,22712,2013-04-20
305,26454,22712,2014-01-21
306,5303,22712,2014-05-19
307,19457,22712,2013-09-07
308,16050,22712,2013-04-21
309,16499,22712,2014-03-08
310,12550,22712,2010-10-21
311,27546,22712,2011-11-08
312,24651,22712,2014-04-22
313,33747,22712,2013-03-05
314,12166,22712,2013-02-19
315,10797,22712,2013-05-29
316,20100,22712,2013-10-30
317,32424,22712,2014-07-11
318,6326,22712,2013-04-07
319,25144,22712,2012-05-04
320,13751,22712,2013-01-11
321,14342,22712,2011-05-12
322,32981,22712,2013-02-13
323,31883,22712,2012-11-21
324,34211,22712,2013-05-25
325,36698,22712,2013-12-26
326,2768,22712,2013-01-11
327,17194,22712,2013-03-10
328,37665,22712,2013-12-02
329,18654,22712,2013-04-06
330,2353,22712,2013-08-09
331,2680,22712,2014-03-27
332,9198,22712,2013-05-11
333,19717,22712,2013-12-05
334,1829,22712,2013-03-21
335,36030,22712,2013-05-30
336,35755,22712,2013-04-18
337,1042,22712,2013-07-01
338,22234,22712,2014-03-10
339,2519,22712,2012-12-14
340,9720,22712,2012-06-11
341,11647,22712,2014-07-03
342,11719,22712,2011-11-13
343,28062,22712,2013-01-31
344,14705,22712,2014-02-04
345,18854,22712,2014-04-04
346,19540,22712,2013-03-10
347,13639,22712,2012-12-05
348,17390,22712,2013-07-27
349,14626,18808,2014-02-20
350,20724,18808,2010-10-05
351,26033,18808,2014-05-01
352,31187,18808,2012-11-05
353,18599,18808,2014-06-27
354,9544,18808,2009-12-23
355,30124,18808,2013-12-31
356,21118,18808,2013-05-02
357,37401,18808,2012-05-27
358,18900,18808,2012-12-25
359,33986,18808,2010-03-19
360,25149,18808,2010-05-17
361,29346,18808,2013-05-28
362,5148,18808,2013-05-28
363,7316,18808,2013-04-04
364,7830,18808,2013-05-16
365,34829,18808,2011-07-09
366,2810,18808,2013-03-07
367,30534,18808,2012-01-17
368,10400,18808,2014-05-25
369,1266,18808,2013-06-03
370,4540,18808,2013-06-30
371,5705,18808,2013-03-21
372,3884,18808,2013-07-09
373,24647,18808,2013-03-14
374,21807,18808,2011-03-07
375,15838,18808,2012-08-27
376,8481,18808,2013-06-26
377,28387,18808,2008-07-12
378,33670,18808,2013-06-13
379,37917,18808,2014-02-09
380,22807,18808,2013-04-14
381,34487,18808,2006-08-23
382,29738,17224,2013-02-26
383,38384,17224,2014-02-04
384,30367,17224,2010-07-06
385,30738,17224,2013-02-27
386,2511,17224,2014-07-02
387,36042,22285,2009-06-30
388,19259,22285,2012-09-18
389,12843,22285,2011-08-08
390,36246,22285,2010-07-14
391,30175,22285,2011-09-07
392,4797,20882,2013-02-22
393,3597,20882,2014-01-06
394,20694,20882,2013-04-15
395,15606,20882,2014-01-02
396,22694,12335,2011-07-08
397,1988,12335,2013-08-04
398,32893,12335,2013-01-27
399,27945,12335,2014-02-17
400,34498,12335,2013-07-31
401,38110,12335,2014-05-12
402,24458,12335,2014-05-06
403,31302,3945,2013-02-23
404,1603,3945,2014-01-12
405,29606,3945,2013-12-01
406,3764,3945,2008-09-16
407,26427,3945,2014-06-16
408,7431,3945,2013-11-22
409,1212,3945,2014-03-08
410,28287,3943,2013-03-29
411,22540,3943,2014-06-20
412,35579,3943,2013-04-14
413,7947,3943,2013-04-16
414,1898,3943,2014-01-05
415,19592,6362,2013-11-11
416,442,6362,2013-08-05
417,22088,6362,2014-05-27
418,12813,6362,2013-10-05
419,1446,6362,2013-12-12
420,6177,6362,2014-02-10
421,19025,6362,2013-03-20
422,10499,6362,2014-02-28
423,4965,6362,2013-08-11
424,28407,6362,2013-01-15
425,15063,6362,2013-08-15
426,9079,6362,2013-01-01
427,27802,6362,2013-06-07
428,716,6362,2014-03-05
429,28067,6362,2014-01-05
430,10365,6362,2014-06-14
431,4134,6362,2013-11-30
432,30215,6362,2014-01-08
433,22602,6362,2014-02-04
434,13047,6362,2014-01-15
435,1802,6362,2013-10-24
436,3026,6362,2013-10-09
437,15415,6362,2012-12-25
438,16484,6362,2013-02-15
439,11450,6362,2013-02-10
440,32337,3836,2013-12-09
441,12114,3836,2013-08-14
442,9855,3836,2013-09-26
443,16338,3836,2014-06-23
444,12364,3836,2014-07-07
445,21352,3836,2013-02-26
446,29248,3836,2013-05-03
447,18473,1283,2013-05-10
448,36465,1283,2014-02-01
449,25885,1283,2014-04-07
450,4965,1283,2013-10-14
451,10804,1283,2013-12-31
452,20339,1283,2013-10-14
453,7684,1283,2013-05-08
454,30852,1283,2014-03-30
455,16589,1283,2014-04-21
456,38023,1283,2014-03-06
457,31602,1283,2014-05-10
458,21043,1283,2014-01-25
459,34884,1283,2013-05-06
460,7947,1283,2013-04-16
461,39270,1283,2013-09-09
462,17875,1283,2014-04-03
463,21403,1283,2014-06-22
464,7659,20453,2013-11-21
465,121,20453,2013-07-02
466,28062,20453,2013-01-30
467,32618,5640,2013-08-10
468,612,5640,2013-01-18
469,26979,5640,2013-10-22
470,5995,5640,2013-08-16
471,16989,5640,2013-01-08
472,16046,5640,2012-11-08
473,26168,5640,2013-03-18
474,37258,5640,2013-08-10
475,39381,5640,2013-08-30
476,23441,5640,2012-10-22
477,1110,5640,2013-12-02
478,26010,5640,2013-08-07
479,12728,5640,2013-05-15
480,13035,5640,2012-08-26
481,2105,5640,2012-12-10
482,36687,5640,2014-02-02
483,12254,15200,2013-09-19
484,13293,15200,2012-12-29
485,38457,15200,2011-02-10
486,34262,15200,2014-03-28
487,13123,15200,2014-07-04
488,29655,15200,2012-11-06
489,18456,15200,2014-01-06
490,34786,15200,2014-04-30
491,22192,15200,2012-12-25
492,29237,15200,2014-07-03
493,35825,15200,2013-12-19
494,27240,15200,2013-08-08
495,14346,15200,2009-11-16
496,13246,15200,2014-05-14
497,16708,15200,2013-12-11
498,39210,15200,2013-10-21
499,30215,15200,2014-07-09
500,17473,15200,2014-04-25
501,20872,15200,2014-02-11
502,18023,15200,2014-06-03
503,8538,15200,2010-08-17
504,34336,15897,2013-10-04
505,3364,15897,2014-05-20
506,31126,15897,2013-07-19
507,6640,15897,2013-09-21
508,10066,15897,2014-02-03
509,1434,15897,2014-04-11
510,23430,15897,2013-11-17
511,1349,19297,2014-01-03
512,10648,19297,2014-05-16
513,15244,19297,2012-12-09
514,13436,19297,2013-07-05
515,14026,19297,2014-05-16
516,3568,19297,2014-02-01
517,10426,19297,2014-05-29
518,19115,21956,2014-06-02
519,9030,21956,2013-12-05
520,16574,21956,2014-01-28
521,12497,21956,2013-03-04
522,8176,21956,2011-03-11
523,30333,9428,2013-07-08
524,16964,9428,2013-01-02
525,7083,9428,2014-01-06
526,3177,9428,2014-05-14
527,21855,9534,2014-06-09
528,10425,9534,2014-06-08
529,2033,9534,2010-12-03
530,33353,9534,2013-10-09
531,1087,9534,2013-12-24
532,16151,9534,2012-08-06
533,29383,9534,2014-04-19
534,27236,9534,2007-05-10
535,13260,9534,2012-01-19
536,13472,9534,2014-03-05
537,36624,9534,2014-03-19
538,28971,9534,2013-08-17
539,1287,9534,2010-09-22
540,39232,9534,2012-11-04
541,12974,9534,2014-06-08
542,19082,9534,2014-03-24
543,307,9534,2010-12-27
544,7437,9534,2014-04-23
545,31842,9534,2013-03-08
546,23543,9534,2010-12-12
547,17562,9534,2013-05-25
548,35316,9534,2013-06-15
549,13156,9534,2014-01-20
550,30859,4481,2014-05-06
551,8968,4481,2014-03-05
552,5313,4481,2013-04-08
553,13613,4481,2014-01-14
554,16409,22451,2013-10-13
555,7896,22451,2013-01-25
556,10768,22451,2009-10-23
557,36052,22451,2013-07-10
558,19686,22451,2014-04-01
559,35206,22451,2013-05-07
560,31834,22451,2013-12-23
561,7647,22451,2014-06-19
562,16002,15055,2013-12-03
563,39157,15055,2013-09-06
564,7514,15055,2014-02-15
565,19943,15055,2013-08-08
566,32121,15055,2012-06-05
567,3704,15055,2008-05-22
568,19108,15055,2014-05-26
569,21214,15055,2010-07-01
570,38903,15055,2013-09-03
571,8565,15055,2012-08-26
572,8866,15055,2013-11-18
573,6197,15055,2013-12-26
574,7592,15055,2013-02-01
575,27945,15055,2013-07-29
576,20603,15055,2014-03-25
577,34285,15055,2012-10-24
578,20662,15055,2013-07-10
579,27287,15055,2013-06-14
580,21602,15055,2014-01-21
581,7184,15055,2013-11-06
582,28106,15055,2013-07-09
583,21246,15055,2010-07-07
584,1805,15055,2014-07-10
585,30064,15055,2014-06-24
586,12973,15055,2013-07-03
587,29024,15055,2014-01-07
588,10361,15055,2011-10-12
589,12348,15055,2013-07-26
590,6462,15055,2012-12-26
591,26046,15055,2013-03-21
592,31042,15055,2013-07-30
593,24780,15055,2014-03-07
594,29560,15055,2013-01-01
595,14715,15055,2012-12-18
596,33073,15055,2013-04-04
597,38341,15055,2013-07-30
598,34948,15055,2013-06-06
599,12941,15055,2011-05-06
600,22119,15055,2012-04-20
601,31683,15055,2014-05-07
602,5992,15055,2011-08-29
603,31977,15055,2009-09-27
604,30254,15055,2011-07-15
605,32572,65,2014-03-25
606,4121,65,2014-02-04
607,24913,65,2014-04-24
608,4772,65,2014-04-06
609,32728,65,2014-07-10
610,3176,65,2013-08-06
611,250,65,2014-07-10
612,38210,65,2014-07-06
613,22898,65,2014-03-15
614,1342,65,2013-01-16
615,32199,65,2014-03-25
616,32202,65,2014-07-09
617,5389,65,2013-09-17
618,13290,65,2014-01-24
619,10961,65,2013-10-16
620,14775,65,2014-05-23
621,23596,65,2013-07-10
622,24362,65,2013-02-19
623,14665,65,2012-12-21
624,27594,65,2013-08-09
625,18566,65,2014-04-18
626,30320,65,2014-03-01
627,29314,65,2014-01-09
628,24475,65,2013-07-05
629,27976,65,2013-11-18
630,34842,65,2014-05-22
631,21355,65,2013-03-27
632,38078,65,2014-02-08
633,10359,65,2012-12-25
634,8576,65,2011-09-09
635,3178,65,2014-05-03
636,38104,65,2014-01-27
637,23549,65,2014-05-23
638,13977,65,2014-07-11
639,21859,65,2014-05-15
640,19165,65,2014-02-28
641,11493,65,2013-10-19
642,30064,65,2014-06-24
643,17782,65,2013-12-11
644,13364,65,2014-01-01
645,30426,65,2013-03-13
646,11416,65,2014-03-19
647,23050,65,2013-02-02
648,16083,65,2014-05-09
649,1001,65,2013-03-15
650,22829,65,2011-02-21
651,24850,65,2013-06-21
652,36705,65,2013-05-01
653,3276,65,2014-07-07
654,34248,65,2013-04-11
655,35401,65,2013-09-26
656,5723,65,2012-12-04
657,29868,65,2013-03-19
658,18300,65,2014-01-27
659,32900,65,2014-04-10
660,34167,65,2013-11-04
661,13944,65,2013-01-30
662,22671,65,2014-01-14
663,29420,65,2013-07-29
664,37281,65,2014-03-28
665,18845,65,2013-11-05
666,31977,65,2009-02-03
667,28836,65,2013-09-03
668,27825,10987,2013-09-18
669,21306,10987,2013-09-15
670,22899,10987,2013-06-12
671,6140,10987,2014-04-29
672,4044,10987,2014-03-18
673,1966,10987,2013-01-18
674,39318,10987,2014-07-12
675,26441,10987,2013-07-27
676,35844,10987,2014-01-07
677,22220,10987,2014-06-14
678,25029,10987,2014-01-25
679,10770,10987,2014-04-07
680,19082,10987,2013-12-28
681,5027,10987,2013-07-25
682,893,10987,2011-08-27
683,23509,10987,2014-01-04
684,13156,10987,2014-06-20
685,37339,10987,2014-02-18
686,33581,9675,2013-09-08
687,29215,9675,2010-04-17
688,8239,9675,2012-07-17
689,11106,9675,2013-06-02
690,3568,9675,2013-05-20
691,4710,22251,2012-02-29
692,6695,22251,2011-05-11
693,1749,22251,2014-01-02
694,16233,22251,2011-10-03
695,32238,22251,2013-04-12
696,3525,22251,2013-06-08
697,22547,22251,2012-07-20
698,33067,22251,2013-05-08
699,27089,22251,2007-12-26
700,29923,22476,2013-07-28
701,6247,22476,2013-08-20
702,5053,22476,2013-08-12
703,19565,22476,2013-02-13
704,37608,22476,2013-04-20
705,34991,22476,2013-02-14
706,29639,22476,2014-04-12
707,25337,22476,2014-05-14
708,20651,22476,2013-04-07
709,26936,22476,2012-12-09
710,1666,22476,2012-03-29
711,37003,22476,2013-07-01
712,6793,22476,2013-11-05
713,33618,22476,2014-03-25
714,11008,5311,2012-08-10
715,28339,5311,2013-11-20
716,4181,5311,2014-01-29
717,11517,5311,2013-05-24
718,39241,5311,2014-02-24
719,21345,5311,2013-10-02
720,28379,5311,2013-06-01
721,10841,5311,2013-12-15
722,2880,5311,2013-12-31
723,26561,5311,2013-08-31
724,7562,5311,2013-06-07
725,15020,5311,2013-07-13
726,38508,5311,2014-03-28
727,25168,5311,2013-11-26
728,14346,5311,2010-03-09
729,29639,5311,2013-10-11
730,16611,5311,2013-02-06
731,8903,5311,2013-04-24
732,30215,5311,2014-02-10
733,20651,5311,2014-03-02
734,25136,5311,2013-03-01
735,22530,5311,2014-04-01
736,16801,5311,2013-01-18
737,4952,5311,2014-06-01
738,2431,5311,2013-05-03
739,33822,5311,2013-11-28
740,4940,4037,2013-12-06
741,32127,4037,2013-05-24
742,8592,4037,2013-04-08
743,1741,4037,2013-01-07
744,19105,4037,2014-02-09
745,27449,4037,2012-12-05
746,34720,5450,2012-10-17
747,11921,5450,2013-01-23
748,38473,5450,2013-12-17
749,23290,5450,2014-07-10
750,5589,5450,2014-03-09
751,3008,5450,2013-07-05
752,34190,5450,2014-06-28
753,10244,5450,2013-06-12
754,24635,5450,2014-07-05
755,32535,5450,2013-01-14
756,7740,5450,2014-04-08
757,3005,5450,2012-12-18
758,33051,5450,2013-10-30
759,5846,5450,2013-03-26
760,37920,5450,2013-11-18
761,24378,5450,2014-05-24
762,14370,5450,2013-09-09
763,32053,5450,2013-03-21
764,14905,5450,2014-06-02
765,36701,5450,2014-06-19
766,31139,5450,2014-01-06
767,1201,5450,2014-03-27
768,5060,5450,2014-01-14
769,11386,5450,2013-01-11
770,5741,5450,2013-01-25
771,30585,5450,2013-11-18
772,23591,5450,2013-05-15
773,12906,5450,2014-05-20
774,39156,5450,2013-02-09
775,20354,5450,2013-03-04
776,32755,5450,2014-03-13
777,1431,5450,2013-02-18
778,7254,5450,2012-12-05
779,467,5450,2013-06-18
780,3342,5450,2014-02-22
781,3871,5450,2013-04-18
782,15170,5450,2013-05-09
783,5487,5450,2012-11-09
784,9744,5450,2012-10-30
785,20289,5450,2012-12-31
786,30851,5450,2014-04-22
787,35900,5450,2013-01-24
788,22539,5450,2013-11-24
789,36527,5450,2013-03-18
790,35985,5450,2014-06-08
791,21489,19533,2012-11-20
792,6299,19533,2013-08-02
793,18020,19533,2009-06-21
794,30028,19533,2013-07-24
795,13061,19533,2014-06-23
796,4266,19533,2014-01-31
797,12300,19533,2014-05-09
798,1537,19533,2014-03-16
799,37525,19533,2013-11-06
800,17838,19533,2012-04-13
801,32395,19533,2013-05-24
802,31007,19533,2013-10-30
803,15117,19533,2013-12-22
804,496,19533,2014-06-30
805,13575,19533,2013-07-02
806,32111,19533,2013-05-27
807,22829,19533,2009-10-03
808,24140,19533,2011-04-21
809,4504,19533,2013-11-13
810,32948,19533,2014-01-24
811,9009,19533,2013-10-31
812,38758,19533,2013-02-05
813,22898,14811,2012-11-17
814,37318,14811,2013-09-10
815,1294,14811,2014-01-01
816,34408,14811,2013-07-06
817,34488,14811,2014-04-11
818,38747,14811,2013-02-25
819,28379,14811,2013-05-20
820,7623,14811,2013-07-10
821,1537,14811,2014-03-16
822,31327,14811,2014-07-10
823,24659,14811,2013-01-07
824,13956,14811,2014-01-12
825,20867,14811,2013-01-13
826,27561,14811,2012-08-01
827,36566,14811,2013-07-24
828,9691,14811,2014-01-23
829,27465,14811,2013-12-16
830,38199,14811,2014-07-03
831,9692,14811,2012-12-16
832,31377,14811,2013-06-16
833,30283,14811,2012-12-07
834,38976,14811,2013-08-03
835,21797,14811,2012-12-09
836,21503,14809,2014-05-26
837,21306,14809,2008-06-05
838,25172,14809,2012-08-07
839,30811,14809,2013-11-07
840,34346,14809,2014-03-07
841,8393,14809,2012-05-29
842,35886,14809,2013-10-01
843,18647,14809,2013-09-24
844,24081,14809,2013-05-05
845,31214,14809,2014-04-05
846,2327,14809,2014-01-01
847,23912,14809,2013-09-18
848,10015,14809,2013-11-28
849,21299,14809,2013-10-04
850,14719,14809,2013-06-14
851,21326,14809,2013-07-12
852,19834,445,2014-01-05
853,23124,445,2013-07-19
854,31419,445,2013-03-21
855,27449,445,2013-06-25
856,30649,445,2013-05-06
857,38960,445,2013-07-06
858,1731,17419,2006-12-06
859,17368,17419,2013-09-04
860,11700,17419,2012-11-24
861,29778,17419,2013-01-27
862,4194,17419,2012-12-21
863,19073,17419,2013-12-11
864,31533,17419,2014-03-11
865,8632,17419,2013-07-31
866,1476,17419,2012-07-08
867,3212,17419,2013-10-19
868,5451,17419,2013-04-16
869,20640,17419,2013-04-16
870,20871,17419,2013-05-16
871,28876,17419,2010-04-10
872,9520,17419,2013-03-04
873,33769,17419,2012-11-25
874,13550,17419,2013-04-26
875,29365,17419,2014-02-22
876,18013,20126,2014-02-05
877,26556,20126,2013-09-06
878,10124,20126,2013-02-06
879,4133,20126,2013-07-28
880,15301,20126,2013-04-02
881,10044,20126,2014-01-05
882,39308,20126,2013-04-23
883,37701,602,2013-06-05
884,33026,602,2014-05-05
885,9712,602,2013-07-06
886,7942,602,2007-04-12
887,16539,602,2013-01-09
888,10871,602,2013-04-03
889,15582,602,2011-11-20
890,10830,602,2013-02-18
891,34636,2275,2014-02-25
892,4475,2275,2011-12-17
893,10469,2275,2012-08-08
894,9800,2275,2013-10-13
895,1731,9204,2008-09-17
896,14951,9204,2013-05-22
897,12278,9204,2013-03-17
898,2018,9204,2013-11-19
899,4168,9204,2009-06-21
900,11943,9204,2007-06-25
901,14770,9204,2009-12-21
902,28037,9204,2013-04-13
903,29283,9204,2014-06-30
904,22156,9204,2009-11-02
905,38178,9204,2014-01-21
906,32425,9204,2013-07-18
907,9327,9204,2014-03-27
908,8449,9204,2008-03-30
909,8397,9204,2009-06-27
910,18816,9204,2012-03-05
911,37966,9204,2013-07-16
912,22264,9204,2013-02-19
913,11340,9204,2014-01-30
914,21562,9204,2007-08-06
915,1787,9204,2010-10-15
916,32364,9204,2010-11-14
917,14104,9204,2012-03-01
918,14148,9204,2014-05-06
919,336,9204,2011-04-13
920,3533,9204,2010-11-01
921,31644,9204,2013-07-03
922,27210,9204,2011-10-28
923,29174,9204,2013-09-28
924,12866,9204,2013-05-10
925,13392,12065,2013-11-18
926,14363,12065,2011-12-21
927,10962,12065,2013-03-11
928,37971,12065,2014-06-14
929,23125,12065,2014-07-09
930,20958,12065,2014-01-05
931,28540,12065,2013-11-28
932,21524,12065,2013-04-12
933,26572,12065,2012-04-06
934,31215,12065,2013-02-14
935,14323,12065,2014-01-23
936,33229,12065,2014-05-29
